pid,draft_year,was_drafted,declared_only,path,bio_pos,bio_height_in,bio_weight_lb,bio_pos_code,bio_age_at_draft,bio_combine_height_in,bio_combine_weight_lb,bio_combine_wingspan_in,bio_combine_reach_in,bio_combine_body_fat_pct,bio_combine_hand_length_in,bio_combine_hand_width_in,bio_combine_vertical_standing_in,bio_combine_vertical_max_in,bio_combine_lane_agility_s,bio_combine_sprint_s,bio_combine_bench_reps,bio_combine_wingspan_minus_height_in,bio_country_usa,col_age,col_gp,col_mpg,col_pts36,col_reb36,col_ast36,col_stl36,col_blk36,col_usg_pct,col_ts_pct,col_efg_pct,col_ast_pct,col_tov_pct,col_orb_pct,col_drb_pct,col_stl_pct,col_blk_pct,col_fg3ar,col_ftar,col_ft_pct,col_fg3_pct,col_fg2_pct,col_ortg,col_drtg,col_adj_ortg,col_adj_drtg,col_impact,col_impact_off,col_impact_def,col_value,col_recruit_score,col_rim_fga_share,col_rim_fg_pct,col_mid_fga_share,col_mid_fg_pct,col_dunks_per40,col_games_missed,col_minutes_share,col_usage_rank_team,col_bpm_rank_team,col_team_strength,col_bpm_pct_class,col_bpm_pct_age,col_usg_pct_age,col_ts_pct_age,col_ast_pct_age,col_stl_pct_age,col_blk_pct_age,col_bpm_pct_role,col_usg_pct_role,col_ast_pct_role,col_stl_pct_role,col_blk_pct_role,col_orb_pct_role,col_ts_pct_role,col_shot_proj_3p,col_fg3a_per40,col_gl_team_rank,col_gl_share_20min,col_gl_late_minus_early_pts40,col_gl_late_minus_early_ts,col_gl_late_minus_early_mpg,col_gl_top50_games,col_gl_top50_pts40,col_gl_top50_ts,col_gl_top50_gap_pts40,col_gl_top50_gap_ts,col_gl_mean_opp_rank,col_gl_ncaa_games,col_gl_ncaa_pts40,col_gl_ncaa_ts,col_gl_game_score_sd,col_gl_game_score_cv,col_gl_best5_game_score,col_gl_worst5_game_score,col_lu_on_off_net,col_lu_on_net,col_lu_rapm,col_lu_orapm,col_lu_drapm,col_lu_poss_on,col_lu_reliable,col_hm_share_rim,col_hm_fg_rim,col_hm_assisted_rim,col_hm_share_2pt_j,col_hm_fg_2pt_j,col_hm_assisted_2pt_j,col_hm_share_3,col_hm_assisted_3,col_hm_putback_share,col_sc_unassisted_rim,col_sc_unassisted_3,col_sc_self_created,col_pts_pg,col_reb_pg,col_ast_pg,col_stl_pg,col_blk_pg,col_final_season,col_class_index,col_n_seasons,col_minutes_total,col_first_bpm,col_bpm_delta,col_first_usg,col_usg_delta,col_bpm_mean,col_bpm_max,col_final_is_current,col_z_impact,col_z_ts_pct,col_z_usg_pct,col_z_ast_pct,col_z_stl_pct,col_z_blk_pct,col_z_orb_pct,col_z_fg3ar,col_z_pts36,bio_bmi_proxy,intl_age,intl_gp,intl_minutes,intl_mpg,intl_pts36,intl_reb36,intl_ast36,intl_stl36,intl_blk36,intl_usg_pct,intl_ts_pct,intl_efg_pct,intl_ast_pct,intl_tov_pct,intl_orb_pct,intl_drb_pct,intl_fg3ar,intl_ftar,intl_ft_pct,intl_fg3_pct,intl_impact,intl_level,intl_last_level,intl_n_seasons,intl_best_level,intl_youth_pts36,intl_youth_n,hs_mcdonalds_aa,hs_jordan_brand,hs_hoop_summit,hs_recruit_rank_first,hs_recruit_rank_final,hs_recruit_rank_delta,hs_recruit_rank_points,hs_rsci_rank,pre_transferred,pre_redshirt,pre_medical_redshirt,pre_withdrew_previous_draft,pre_green_room_invite,pre_n_schools,cons_mock_consensus_rank,cons_mock_best_rank,cons_mock_n_sources,cons_bigboard_consensus_rank,med_n_injuries,med_n_surgeries,med_major_injury,med_red_flag,med_months_since_injury,scout_motor,scout_feel_iq,scout_shooting_mechanics,scout_athleticism,scout_defense,scout_size_for_position,scout_ball_skills,scout_upside,scout_floor,scout_character_concern,scout_injury_concern,scout_consistency_concern,scout_age_concern,scout_overall_tone,scout_n_reports,cs_spot_15ft_pct,cs_spot_college3_pct,cs_spot_nba3_pct,cs_spot_attempts,cs_offdrib_15ft_pct,cs_offdrib_college3_pct,cs_onmove_15ft_pct,cs_onmove_college_pct,txt_has_report,txt_words,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,intl_lg_adj_pts36,intl_lg_strength,intl_prev_pts36,intl_season_gap,intl_src,intl_two_minutes,intl_two_pts36,col_basic_fill,bio_measure_src
Pdd2dc8d5b8,2018,0,0,college_2008plus,G,75.0,185.0,2.0,22.567522245037644,,,,,,,,,,,,,,1,22.417522245037645,35.0,30.9143,19.53045677890168,3.36042543418418,4.591545013149254,1.1978146035976878,0.0664934997719502,24.1,62.1,55.7,23.2,13.5,1.4,9.2,1.9,0.2,0.519280205655527,0.452,0.875,0.421,0.476,123.3,108.407,136.171,102.364,6.35604,7.46081,-1.10477,5.13401,,0.2699228791773779,0.5619047619047619,0.2107969151670951,0.3658536585365853,0.1848427981317938,0.0,0.155,2.0,2.0,14.7,94.0,95.0,80.0,89.0,88.0,64.0,13.0,96.0,82.0,78.0,52.0,19.0,18.0,94.0,0.639,7.47,35.0,1.0,-0.14,0.0,0.46,16.0,21.19,60.9,-0.97,0.0,79.17,1.0,14.12,49.2,6.21,0.48,20.3,7.24,-2.783,3.175,2.308,2.867,-0.559,1619.0,1.0,0.247,0.615,0.322,0.234,0.33,0.133,0.519,0.506,0.021,0.167,0.256,0.627,16.7714,2.8857,3.9429,1.0286,0.0571,2018.0,2.0,2.0,1989.9997,4.9345,1.4215400000000002,23.4,0.7000000000000028,5.64527,6.35604,1.0,1.683,1.307,0.983,1.451,0.255,-0.765,-1.024,0.677,1.65,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.247049156,0.0,82.0,bust_track,1.0,cup_of_coffee,undrafted,,77250.0,0.0,104.0,12.0,0.0,2,90.0,-0.24164335,-8.038191815,11.7,0.0,14.0,-0.005405806,-3.511693913,8.22857142857143,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pfa8477edf9,2018,0,0,college_2008plus,G/F,81.0,215.0,3.0,23.69551676933607,,,,,,,,,,,,,,0,23.54551676933607,33.0,36.5758,16.04634758501523,5.965190098371054,1.5509927328998956,0.7754963664499478,1.6106387283395032,22.1,53.96,50.0,9.2,11.5,4.2,15.7,1.3,4.7,0.3484162895927601,0.2689999999999999,0.807,0.364,0.476,109.8,105.653,113.809,104.239,2.33332,1.52809,0.805227,3.30123,37.4,0.2330316742081448,0.5922330097087378,0.420814479638009,0.4086021505376344,0.7290795188804254,0.0,0.183,1.0,1.0,-2.7,70.0,74.0,72.0,48.0,42.0,33.0,91.0,67.0,75.0,72.0,56.0,66.0,5.0,37.0,0.581,5.1,181.0,1.0,6.83,7.7,-1.81,7.0,15.12,42.7,-3.51,0.0,147.69,0.0,,,6.94,0.57,17.92,6.78,25.607,2.259,2.25,2.048,0.203,1404.0,0.0,0.224,0.596,0.492,0.428,0.413,0.295,0.348,0.911,0.121,0.114,0.031,0.447,16.303,6.0606,1.5758,0.7879,1.6364,2018.0,4.0,4.0,4027.0003,1.80193,0.53139,17.2,4.900000000000002,2.9411750000000003,3.89537,1.0,0.635,-0.0,0.568,-0.437,-0.526,1.214,-0.242,-0.056,0.789,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.8267023750079728,0.6025,41.0,bust_track,1.0,fringe,undrafted,2346614.0,4625785.0,0.0,2385.0,179.0,0.0,6,174.0,-0.278371613,-5.902646428999999,8.4,0.0,105.0,0.236809238,1.693417263,12.413793103448278,0.0,723.0,0.5765154559168157,-1.183714373734938,10.924137931034483,1.0,455.0,-0.5382507059088428,-5.072586335823862,13.230769230769234,0.0,928.0,0.83,-1.09,12.6,1.0,,,,,0.0,,,0.0,0.0
Pdda77ad869,2018,0,0,college_2008plus,F,81.0,228.0,4.0,23.09045174537988,,,,,,,,,,,,,,1,22.94045174537988,37.0,29.1622,16.548628018462257,10.443039276872115,1.9684934607128408,0.9007962362236048,1.3345906687424132,23.9,57.32,57.4,9.6,17.8,9.7,22.7,1.4,4.0,0.1,0.497,0.54,0.229,0.6,108.8,93.0027,115.022,91.0888,4.68956,0.954352,3.7352,2.71811,91.2,0.5514285714285714,0.694300518134715,0.3485714285714286,0.4508196721311475,1.853565713631141,0.0,0.146,1.0,5.0,23.2,87.0,87.0,79.0,69.0,40.0,38.0,88.0,85.0,86.0,75.0,62.0,57.0,64.0,57.0,0.414,1.3,11.0,0.86,-2.61,0.0,2.93,10.0,18.11,55.5,-0.39,0.0,152.43,3.0,16.55,50.7,7.22,0.66,14.66,7.12,-3.78,20.6,3.162,2.878,0.284,1561.0,1.0,0.594,0.659,0.401,0.306,0.486,0.154,0.1,0.875,0.12,0.356,0.012,0.627,13.4054,8.4595,1.5946,0.7297,1.0811,2018.0,4.0,4.0,3859.565,4.86234,-0.1727799999999995,15.0,8.899999999999999,3.606305,7.35001,1.0,1.249,0.54,0.942,-0.383,-0.396,0.906,1.296,-1.121,0.914,24.4,17.11,8.0,124.0,15.5,16.258064516129032,10.741935483870968,0.8709677419354839,0.8709677419354839,2.032258064516129,18.84774193548387,55.0,53.48837209302325,,,,,0.0,0.4186046511627907,0.5555555555555556,,8.0,1.0,1.0,2.0,1.0,14.055861526357198,2.0,0,0,0,38.0,42.0,4.0,2.0,42.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.228436217,0.0,79.0,bust_track,1.0,fringe,undrafted,,288495.0,0.0,552.0,39.0,0.0,2,372.0,0.113039209,-2.151982017,14.7,0.0,180.0,-0.341475426,-6.512531225,9.0,0.0,,,,,,,,,,,,,,,,4.8774,0.3,,5.0,0.0,,,0.0,0.0
P4e98315e7d,2018,0,0,college_2008plus,G,75.0,190.0,2.0,22.64418206707734,,,,,,,,,,,,,,1,22.494182067077343,32.0,35.3529,18.299534125913297,4.732160586543112,3.6538784654158505,0.8685114941065656,0.1197525521244367,26.9,55.59,45.9,19.4,11.4,1.9,13.4,1.5,0.4,0.4098765432098765,0.588,0.857,0.337,0.427,113.6,104.888,119.168,104.813,1.64601,2.93167,-1.28566,3.80361,,0.2444444444444444,0.5252525252525253,0.3061728395061728,0.3467741935483871,0.0,0.0,0.177,2.0,3.0,1.1,63.0,65.0,91.0,58.0,79.0,43.0,24.0,,,,,,,,0.596,5.87,142.0,1.0,-0.86,4.4,0.88,2.0,15.51,52.0,-5.01,0.0,205.72,1.0,4.0,29.1,7.18,0.55,18.02,8.14,8.978,9.44,1.658,1.987,-0.328,1512.0,1.0,0.256,0.527,0.155,0.33,0.345,0.082,0.414,0.613,0.027,0.216,0.16,0.679,17.9706,4.6471,3.5882,0.8529,0.1176,2018.0,4.0,4.0,3889.4662,-1.93442,3.58043,23.9,3.0,1.1522585,5.0521,1.0,0.457,0.262,1.564,0.938,-0.266,-0.677,-0.885,0.208,1.346,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.159409852,0.0,75.0,bust_track,1.0,cup_of_coffee,undrafted,,240606.0,0.0,41.0,5.0,0.0,2,8.0,-0.070807225,-20.49764105,9.1,0.0,33.0,-0.088602627,-8.041632069,2.142857142857143,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
P8fc9787b05,2018,0,0,college_pre2008_or_unlinked,F,81.0,220.0,4.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.025977630036956,0.0,66.0,bust_track,1.0,cup_of_coffee,undrafted,,180318.0,0.0,41.0,6.0,0.0,2,23.0,0.041038437,0.721831117,15.591304347826089,0.0,18.0,-0.067016067036956,-9.746161032869589,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pefe5f00afd,2018,0,0,international,G/F,78.0,215.0,3.0,27.59,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,24.8,27.44,16.0,425.65,26.603125,16.661576412545518,7.4427346411370845,1.7761071302713498,1.2686479501938213,0.59203571009045,11.536238693762485,76.7,73.5,,0.051,7.5,17.0,0.7345132743362832,0.3097345132743362,0.8857142857142857,0.5060240963855421,16.3125,4.0,3.0,6.0,4.0,11.227722772277229,1.0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.08489786,0.7347,38.0,bust_track,1.0,fringe,undrafted,,2255316.0,0.0,633.0,59.0,0.0,2,453.0,0.633947212,-0.00217563,13.4,0.0,180.0,0.450950648,2.138440384,14.264150943396228,0.0,,,,,,,,,,,,,,,,16.6616,1.0,,0.0,0.0,,,0.0,0.0
P4098a4e5cd,2018,0,0,college_2008plus,G,77.0,201.0,2.0,25.30400410677618,,,,,,,,,,,,,,0,23.15400410677618,31.0,28.129,17.876113619396353,6.316541647410147,2.270653062675531,1.238479860642042,0.536755661417043,29.7,50.39,45.2,15.1,19.2,6.3,13.9,2.0,1.8,0.199438202247191,0.435,0.716,0.254,0.47,95.0,97.8505,109.235,98.2588,0.332924,-0.579055,0.911979,2.0721,,0.3904494382022472,0.5683453237410072,0.4101123595505618,0.3767123287671233,0.963303856999836,0.0,0.141,1.0,6.0,2.5,46.0,49.0,99.0,23.0,71.0,69.0,64.0,55.0,98.0,52.0,57.0,88.0,91.0,36.0,0.501,3.26,123.0,0.97,-5.14,3.1,-0.62,5.0,19.2,50.1,-1.16,0.0,150.87,0.0,,,4.32,0.49,11.7,5.9,,,,,,,,0.401,0.568,0.422,0.398,0.379,0.182,0.201,0.737,0.116,0.232,0.053,0.61,13.9677,4.9355,1.7742,0.9677,0.4194,2016.0,2.0,2.0,1605.9994000000002,3.86761,-3.534686,26.9,2.8000000000000007,2.100267,3.86761,0.0,0.101,-0.429,2.212,0.325,0.378,-0.045,0.305,-0.582,1.328,23.8,24.66,18.0,588.117,32.67316666666667,20.44491147169696,5.753957120776989,4.713347854253491,1.7139446742739963,0.0,23.578981733226552,48.9,45.42483660130719,,,,,0.3071895424836601,0.261437908496732,0.7,0.2553191489361702,15.88888888888889,3.0,3.0,2.0,3.0,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.005555579,0.0,63.0,bust_track,1.0,cup_of_coffee,undrafted,,77250.0,0.0,22.0,7.0,0.0,1,22.0,-0.005555579,-3.24933926,11.7,0.0,,,,,,,,,,,,,,,,,,,,,14.7203,0.72,,0.0,0.0,,,0.0,0.0
Pde1bad3875,2018,0,0,college_2008plus,G,76.0,180.0,2.0,25.595585215605748,,,,,,,,,,,,,,1,25.44558521560575,31.0,31.3636,22.956548355418384,5.808695430371513,1.9478631279572496,1.2173857592878368,0.1391166830338354,27.8,57.47,53.0,11.1,13.9,3.8,14.1,1.8,0.5,0.4832214765100671,0.3779999999999999,0.781,0.37,0.506,113.6,93.9071,124.882,94.4776,4.19114,3.55559,0.635552,4.03918,,0.29082774049217,0.6230769230769231,0.2013422818791946,0.3333333333333333,0.1234223029861203,0.0,0.157,1.0,3.0,12.3,84.0,100.0,93.0,53.0,67.0,53.0,20.0,89.0,94.0,38.0,47.0,40.0,68.0,79.0,0.572,8.89,63.0,0.97,0.92,0.0,1.23,5.0,23.39,60.1,-2.11,0.6,172.68,1.0,30.53,67.4,7.32,0.54,18.08,6.24,-1.128,13.127,3.092,1.531,1.562,1322.0,1.0,0.305,0.641,0.366,0.214,0.363,0.162,0.481,0.483,0.034,0.193,0.249,0.621,20.0,5.0606,1.697,1.0606,0.1212,2018.0,3.0,3.0,2798.2716,-0.762619,4.953759,28.3,-0.5,0.9317193333333332,4.19114,1.0,1.119,0.564,1.751,-0.18,0.125,-0.633,-0.353,0.523,2.497,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.001840472,0.0,62.0,bust_track,1.0,cup_of_coffee,undrafted,,77250.0,0.0,4.0,1.0,0.0,1,4.0,-0.001840472,-3.585616775,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
P8843180e2e,2018,0,0,college_2008plus,G,72.0,180.0,2.0,22.726317590691306,,,,,,,,,,,,,,1,22.576317590691307,31.0,33.4118,20.02810982946145,5.957727509442773,5.13379105585452,1.4260231415248503,0.1267097253066282,28.1,56.14,51.9,24.4,16.5,4.3,14.1,2.2,0.3,0.3198198198198198,0.4029999999999999,0.743,0.289,0.56,111.3,100.966,118.907,102.61,2.61573,2.69604,-0.0803167,3.65974,,0.4346846846846847,0.6632124352331606,0.2252252252252252,0.36,0.3089501507000907,1.0,0.162,1.0,1.0,4.1,73.0,74.0,94.0,61.0,91.0,80.0,19.0,,,,,,,,0.521,5.48,128.0,1.0,3.29,6.1,2.7,2.0,20.0,43.5,-2.44,0.0,221.58,0.0,,,6.61,0.47,19.34,7.86,-3.429,11.23,2.68,2.386,0.294,1745.0,1.0,0.445,0.659,0.245,0.232,0.382,0.0,0.323,0.714,0.024,0.336,0.092,0.66,18.5882,5.5294,4.7647,1.3235,0.1176,2018.0,4.0,4.0,3376.2341,-2.99131,5.60704,15.2,12.900000000000002,0.9251075000000002,5.17827,1.0,0.709,0.35,1.813,1.612,0.645,-0.721,-0.214,-0.178,1.773,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.320301621164852,0.0,86.0,bust_track,1.0,fringe,undrafted,,2625164.0,0.0,1609.0,133.0,0.0,4,57.0,-0.056749395,-4.709368897999999,14.9,0.0,430.0,0.003577589,-2.7336084299999994,17.291338582677167,0.0,620.0,-0.5140476851204561,-4.396987449268869,13.363636363636363,0.0,502.0,0.2469178699556041,-1.776015988647439,12.43165467625899,0.0,,,,,,,,,,0.0,,,0.0,0.0
Pf9200340d9,2018,0,0,college_2008plus,F,79.0,200.0,4.0,22.507289527720737,,,,,,,,,,,,,,1,22.35728952772073,27.0,35.1852,21.25896115412161,8.526278094198696,0.7199959073701443,1.3263190204972546,0.7199959073701443,29.4,55.67,50.0,4.8,14.2,6.9,20.9,2.1,2.1,0.3011494252873563,0.3329999999999999,0.869,0.359,0.484,104.9,101.107,118.338,99.7983,0.194062,0.459919,-0.265857,3.6776,82.4,0.2459770114942528,0.6542056074766355,0.432183908045977,0.3989361702127659,1.1368416265929993,5.0,0.148,1.0,6.0,0.5,48.0,49.0,96.0,58.0,10.0,74.0,71.0,51.0,99.0,13.0,80.0,66.0,60.0,61.0,0.61,5.52,129.0,1.0,-1.56,4.1,-0.4,3.0,21.51,51.4,-2.35,0.0,149.59,0.0,,,6.51,0.45,18.6,11.64,-4.574,-3.652,-1.294,-1.011,-0.282,1287.0,0.0,0.237,0.66,0.529,0.462,0.393,0.241,0.301,0.915,0.194,0.112,0.026,0.488,20.7778,8.3333,0.7037,1.2963,0.7037,2018.0,4.0,4.0,2316.0002,-4.61514,4.809202,24.9,4.5,-1.0179655,0.624531,1.0,0.078,0.275,2.083,-1.03,0.515,0.07,0.513,-0.258,2.078,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,82.0,82.0,0.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.2224344444320918,0.0,78.0,bust_track,1.0,cup_of_coffee,undrafted,,317609.0,0.0,197.0,21.0,0.0,3,49.0,-0.098314813,-6.662343733,16.251020408163264,0.0,83.0,-0.178532918,-6.619713911,13.012048192771084,0.0,65.0,0.0544132865679082,-1.078030645120067,14.534161490683228,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pb10189ae74,2018,0,0,college_2008plus,G,71.0,175.0,2.0,22.5894250513347,,,,,,,,,,,,,,1,22.439425051334705,34.0,32.0588,12.418331316206473,4.921157373326513,6.836662632412941,2.146830199508404,0.1320573446292437,21.0,52.57,47.9,35.9,15.5,1.8,13.8,3.5,0.4,0.3482428115015974,0.3,0.809,0.349,0.456,114.4,98.3824,122.514,93.1945,8.17571,4.93113,3.24458,3.81982,91.4,0.4313099041533546,0.5259259259259259,0.2172523961661341,0.3235294117647059,0.0,0.0,0.16,3.0,2.0,19.0,99.0,99.0,62.0,36.0,99.0,98.0,24.0,99.0,63.0,98.0,96.0,33.0,28.0,47.0,0.576,4.0,16.0,1.0,-6.91,0.0,1.21,16.0,14.81,56.2,1.97,6.6,80.29,2.0,13.1,41.7,5.79,0.52,15.46,5.06,10.473,13.008,6.073,3.106,2.967,1597.0,1.0,0.389,0.549,0.119,0.264,0.313,0.038,0.347,0.553,0.049,0.343,0.155,0.752,11.0588,4.3824,6.0882,1.9118,0.1176,2018.0,4.0,4.0,3494.0012,4.06475,4.11096,13.6,7.4,6.0695375,8.7661,1.0,2.157,-0.223,0.34,3.163,2.338,-0.677,-0.912,-0.056,-0.107,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,39.0,45.0,6.0,5.0,49.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.6294016001331888,0.4882,43.0,bust_track,1.0,fringe,undrafted,,1128686.0,0.0,1057.0,91.0,0.0,4,33.0,-0.182003272,-13.64311128,6.7,0.0,401.0,0.833498308,0.730154927,12.839160839160837,0.0,251.0,0.6312853873736906,2.162264205767747,13.58490566037736,0.0,372.0,-0.6533788232405018,-6.204482312363698,6.605504587155963,0.0,,,,,,,,,,0.0,,,0.0,0.0
P82f3368572,2018,0,0,college_2008plus,F,77.0,174.0,4.0,23.20817932922656,,,,,,,,,,,,,,1,23.05817932922656,31.0,27.7059,14.407588275421482,17.159247669269,4.050891687330136,1.3757647288122747,0.7260836139594816,24.5,50.79,50.3,19.4,20.6,14.1,37.3,2.1,2.0,0.1279461279461279,0.226,0.522,0.079,0.56,103.4,84.3562,109.307,84.8686,6.38835,0.673849,5.7145,2.06458,,0.5521885521885522,0.6524390243902439,0.2996632996632997,0.3707865168539326,0.6520097209992188,0.0,0.139,2.0,1.0,12.3,94.0,95.0,86.0,27.0,84.0,78.0,70.0,91.0,88.0,99.0,92.0,20.0,96.0,21.0,0.372,1.77,63.0,0.88,1.42,10.5,3.3,5.0,14.68,44.4,-1.03,0.0,172.68,1.0,14.86,47.2,5.85,0.51,16.16,6.46,13.13,16.573,5.178,2.517,2.661,1210.0,1.0,0.548,0.676,0.504,0.322,0.374,0.125,0.13,0.75,0.258,0.272,0.032,0.586,11.0882,13.2059,3.1176,1.0588,0.5588,2018.0,2.0,2.0,1618.3829,6.79223,-0.40388,24.3,0.1999999999999993,6.59029,6.79223,1.0,1.691,-0.509,1.066,0.938,0.515,0.026,2.526,-1.001,0.384,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.4791676037285174,0.3915,44.0,bust_track,1.0,cup_of_coffee,undrafted,,137748.0,0.0,158.0,8.0,0.0,2,143.0,0.537061379,4.657566521,6.6,0.0,15.0,-0.0578937752714825,-10.4514696894443,9.72972972972973,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
P4294404a76,2018,0,0,college_2008plus,F/C,82.0,245.0,5.0,21.39024640657084,,,,,,,,,,,,,,1,21.240246406570844,32.0,31.3438,15.146536157070935,7.8245139389608145,1.2562867297519764,0.5384414142509842,1.9741320452529687,19.1,64.6,62.4,7.3,17.2,7.3,18.7,0.9,6.4,0.0,0.51,0.701,,0.624,117.0,101.599,117.215,98.8838,3.72837,0.649755,3.07862,3.15017,75.6,0.6463878326996197,0.7176470588235294,0.3536121673003802,0.4516129032258064,2.751740376087137,0.0,0.157,5.0,2.0,5.2,84.0,84.0,50.0,96.0,28.0,15.0,94.0,80.0,54.0,55.0,27.0,82.0,29.0,91.0,0.516,0.0,109.0,1.0,-1.5,0.0,4.64,7.0,13.45,57.4,-4.42,0.0,132.97,0.0,,,6.13,0.54,15.24,5.78,15.512,5.923,4.279,2.595,1.683,1486.0,1.0,0.65,0.731,0.696,0.35,0.424,0.462,0.0,,0.117,0.198,,,13.1875,6.8125,1.0938,0.4688,1.7188,2018.0,3.0,3.0,2657.9087,1.68989,2.03848,18.0,1.1000000000000014,2.6462733333333333,3.72837,1.0,0.999,1.709,-0.054,-0.693,-1.047,1.961,0.625,-1.55,0.567,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.8711035645777616,1.0547,34.0,rotation_track,2.0,role_player,undrafted,5000000.0,5985377.0,0.0,3968.4,248.0,0.0,8,113.0,-0.112343449,-4.707022776,13.3,0.0,272.0,-0.226269488,-4.362980581,14.225806451612904,0.0,755.0,0.912801315110521,-0.3819979030109613,14.914285714285713,1.0,1245.0,-0.8530848135327593,-4.080736360281668,15.84,0.0,1583.4,2.15,-0.29,11.704433497536945,1.0,,,,,0.0,,,0.0,0.0
