pid,draft_year,was_drafted,declared_only,path,bio_pos,bio_height_in,bio_weight_lb,bio_pos_code,bio_age_at_draft,bio_combine_height_in,bio_combine_weight_lb,bio_combine_wingspan_in,bio_combine_reach_in,bio_combine_body_fat_pct,bio_combine_hand_length_in,bio_combine_hand_width_in,bio_combine_vertical_standing_in,bio_combine_vertical_max_in,bio_combine_lane_agility_s,bio_combine_sprint_s,bio_combine_bench_reps,bio_combine_wingspan_minus_height_in,bio_country_usa,col_age,col_gp,col_mpg,col_pts36,col_reb36,col_ast36,col_stl36,col_blk36,col_usg_pct,col_ts_pct,col_efg_pct,col_ast_pct,col_tov_pct,col_orb_pct,col_drb_pct,col_stl_pct,col_blk_pct,col_fg3ar,col_ftar,col_ft_pct,col_fg3_pct,col_fg2_pct,col_ortg,col_drtg,col_adj_ortg,col_adj_drtg,col_impact,col_impact_off,col_impact_def,col_value,col_recruit_score,col_rim_fga_share,col_rim_fg_pct,col_mid_fga_share,col_mid_fg_pct,col_dunks_per40,col_games_missed,col_minutes_share,col_usage_rank_team,col_bpm_rank_team,col_team_strength,col_bpm_pct_class,col_bpm_pct_age,col_usg_pct_age,col_ts_pct_age,col_ast_pct_age,col_stl_pct_age,col_blk_pct_age,col_bpm_pct_role,col_usg_pct_role,col_ast_pct_role,col_stl_pct_role,col_blk_pct_role,col_orb_pct_role,col_ts_pct_role,col_shot_proj_3p,col_fg3a_per40,col_gl_team_rank,col_gl_share_20min,col_gl_late_minus_early_pts40,col_gl_late_minus_early_ts,col_gl_late_minus_early_mpg,col_gl_top50_games,col_gl_top50_pts40,col_gl_top50_ts,col_gl_top50_gap_pts40,col_gl_top50_gap_ts,col_gl_mean_opp_rank,col_gl_ncaa_games,col_gl_ncaa_pts40,col_gl_ncaa_ts,col_gl_game_score_sd,col_gl_game_score_cv,col_gl_best5_game_score,col_gl_worst5_game_score,col_lu_on_off_net,col_lu_on_net,col_lu_rapm,col_lu_orapm,col_lu_drapm,col_lu_poss_on,col_lu_reliable,col_hm_share_rim,col_hm_fg_rim,col_hm_assisted_rim,col_hm_share_2pt_j,col_hm_fg_2pt_j,col_hm_assisted_2pt_j,col_hm_share_3,col_hm_assisted_3,col_hm_putback_share,col_sc_unassisted_rim,col_sc_unassisted_3,col_sc_self_created,col_pts_pg,col_reb_pg,col_ast_pg,col_stl_pg,col_blk_pg,col_final_season,col_class_index,col_n_seasons,col_minutes_total,col_first_bpm,col_bpm_delta,col_first_usg,col_usg_delta,col_bpm_mean,col_bpm_max,col_final_is_current,col_z_impact,col_z_ts_pct,col_z_usg_pct,col_z_ast_pct,col_z_stl_pct,col_z_blk_pct,col_z_orb_pct,col_z_fg3ar,col_z_pts36,bio_bmi_proxy,intl_age,intl_gp,intl_minutes,intl_mpg,intl_pts36,intl_reb36,intl_ast36,intl_stl36,intl_blk36,intl_usg_pct,intl_ts_pct,intl_efg_pct,intl_ast_pct,intl_tov_pct,intl_orb_pct,intl_drb_pct,intl_fg3ar,intl_ftar,intl_ft_pct,intl_fg3_pct,intl_impact,intl_level,intl_last_level,intl_n_seasons,intl_best_level,intl_youth_pts36,intl_youth_n,hs_mcdonalds_aa,hs_jordan_brand,hs_hoop_summit,hs_recruit_rank_first,hs_recruit_rank_final,hs_recruit_rank_delta,hs_recruit_rank_points,hs_rsci_rank,pre_transferred,pre_redshirt,pre_medical_redshirt,pre_withdrew_previous_draft,pre_green_room_invite,pre_n_schools,cons_mock_consensus_rank,cons_mock_best_rank,cons_mock_n_sources,cons_bigboard_consensus_rank,med_n_injuries,med_n_surgeries,med_major_injury,med_red_flag,med_months_since_injury,scout_motor,scout_feel_iq,scout_shooting_mechanics,scout_athleticism,scout_defense,scout_size_for_position,scout_ball_skills,scout_upside,scout_floor,scout_character_concern,scout_injury_concern,scout_consistency_concern,scout_age_concern,scout_overall_tone,scout_n_reports,cs_spot_15ft_pct,cs_spot_college3_pct,cs_spot_nba3_pct,cs_spot_attempts,cs_offdrib_15ft_pct,cs_offdrib_college3_pct,cs_onmove_15ft_pct,cs_onmove_college_pct,txt_has_report,txt_words,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,intl_lg_adj_pts36,intl_lg_strength,intl_prev_pts36,intl_season_gap,intl_src,intl_two_minutes,intl_two_pts36,col_basic_fill,bio_measure_src
P23c2e6b3e7,2004,0,0,college_2008plus,G,70.0,171.0,2.0,22.34,68.75,171.0,73.0,92.0,6.7,,,29.0,34.5,10.63,3.08,13.0,4.25,1,22.19,31.0,,,,,,,,,,,,,,,,0.462287104622871,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.29,3.87,5.9,1.42,0.1,2004.0,3.0,3.0,0.0,,,,,,,1.0,,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,-0.105134196,0.0,46.0,bust_track,1.0,fringe,undrafted,,1129828.0,0.0,819.0,67.0,0.0,4,483.0,0.085624464,-2.384365714,9.54430641821946,0.0,282.0,-0.165346944,-3.90485012,12.120212765957447,0.0,29.0,-0.041329943,-5.537816106,10.6,0.0,25.0,0.015918227,-1.491696338,9.4,0.0,,,,,,,,,,0.0,,,0.0,1.0
P868c4004ba,2004,0,0,college_2008plus,G/F,78.0,222.0,3.0,24.45,76.5,222.0,84.0,106.0,7.3,,,26.5,31.0,11.92,3.15,15.0,7.5,1,24.3,30.0,,,,,,,,,,,,,,,,0.2916666666666667,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63,5.4,2.93,1.47,0.37,2004.0,2.0,2.0,0.0,,,,,,,1.0,,,,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,1.071206447,0.7281,25.0,rotation_track,2.0,role_player,undrafted,3300000.0,11585277.0,0.0,6561.0,310.0,0.0,10,520.0,0.679551493,-0.751274226,14.4,1.0,1525.0,0.605223498,-1.972544794,13.8,0.0,2037.0,0.720937392,-2.054801458,13.9,0.0,1843.0,-0.537110951,-3.322103142,14.2,0.0,636.0,-0.397394985,-3.9721793280000006,13.199999999999998,0.0,,,,,0.0,,,0.0,1.0
P630cc033c0,2004,0,0,college_pre2008_or_unlinked,C,82.0,263.0,6.0,,80.0,263.0,85.5,109.0,16.3,,,23.0,25.0,13.32,3.4,14.0,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,0.5043696119999999,0.4084,29.0,bust_track,1.0,fringe,undrafted,2552000.0,7500762.0,0.0,848.0,69.0,0.0,3,5.0,0.066991952,23.37807196,79.4,0.0,740.0,0.589900005,-1.197732521,15.6,1.0,103.0,-0.152522345,-5.629949635000001,16.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0
P5c6144028a,2007,0,0,college_pre2008_or_unlinked,F,79.0,215.0,4.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.155489522,0.1445,34.0,bust_track,1.0,cup_of_coffee,undrafted,,,0.0,304.0,11.0,0.0,1,304.0,0.155489522,-1.747775883,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
P34cc8e28e0,2004,0,0,college_pre2008_or_unlinked,G,77.0,220.0,2.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.332842038,0.2873,31.0,bust_track,1.0,fringe,undrafted,,775426.0,0.0,529.0,53.0,0.0,3,356.0,0.221153869,-1.5539836590000002,10.4,0.0,131.0,0.152733095,-0.514230408,11.3,0.0,42.0,-0.041044926,-4.529177452,13.28095238095238,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pddd42c77c5,2004,0,0,college_2008plus,C,83.0,246.0,6.0,22.21,82.0,246.0,84.5,109.0,12.9,,,22.0,26.0,12.65,3.56,15.0,2.5,1,22.06,13.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.54,7.15,1.54,0.54,0.85,2004.0,3.0,3.0,0.0,,,,,,,1.0,,,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,-0.894252883,0.0,58.0,bust_track,1.0,cup_of_coffee,undrafted,,1024794.0,0.0,376.0,46.0,0.0,2,132.0,-0.298940337,-6.869595295,6.2,0.0,244.0,-0.595312546,-7.491556195,5.3,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
P42d0d6de9a,2005,1,0,college_2008plus,F/C,84.0,244.0,5.0,22.11,81.5,243.6,86.5,110.5,,,,27.5,31.0,11.6,3.38,19.0,5.0,1,21.95,37.0,31.2,18.20769230769231,8.792307692307693,2.215384615384615,1.096153846153846,2.653846153846154,22.1,61.2,55.7,11.7,9.8,9.4,17.3,1.7,6.8,0.0414634146341463,0.373,0.83,,0.57,,,,,,,,,,,,,,,0.0,0.156,3.0,,0.0,,,,,,,,,78.0,87.0,73.0,76.0,61.0,88.0,0.561,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.78,7.62,1.92,0.95,2.3,2005.0,4.0,4.0,1154.4,,,,,,,1.0,,1.272,0.605,-0.24,-0.377,2.149,1.154,-1.137,1.568,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,80.0,87.0,7.0,2.0,87.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,1.0,,0.0,0.0,0.0,0.0,,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,536.0,5.352277662,1.8488,22.0,starter_track,3.0,starter,exceeded_expectations,6000000.0,6487880.0,0.0,7746.0,359.0,0.0,13,1572.0,0.848113599,-1.6914480420000002,20.2,0.0,1896.0,-1.405930725,-4.202391581,14.3,0.0,1342.0,1.207564814,-0.995297033,16.2,1.0,746.0,-1.524847168,-6.531323463,14.6,0.0,2190.0,6.227377142,1.869402221,15.6,3.0,,,,,0.0,,,0.0,1.0
P471bec0288,2005,1,0,college_2008plus,G/F,81.0,225.0,3.0,22.18,79.5,225.4,85.5,103.0,,,,31.0,34.0,10.84,3.34,10.0,6.0,1,22.03,30.0,30.0,22.596,10.643999999999998,2.8440000000000003,2.5200000000000005,2.4,28.6,64.4,58.9,18.0,11.0,8.0,22.3,4.1,8.4,0.2979942693409742,0.585,0.755,0.433,0.563,,,,,,,,,,,,,,,3.0,0.136,1.0,,0.0,,,,,,,,,98.0,96.0,99.0,97.0,55.0,95.0,0.577,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.83,8.87,2.37,2.1,2.0,2005.0,2.0,2.0,900.0,,,,,,,1.0,,1.776,1.946,0.613,2.315,2.84,0.742,-0.076,2.695,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,1.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,1.0,,3.0,0.0,0.0,1.0,,4.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,314.0,26.376635712,3.3097,3.0,star_track,4.0,semi_star,steal,13058606.0,16513825.0,1.0,12128.0,369.0,1.0,10,1765.0,3.459121293,0.747522873,13.4,2.0,2785.0,4.356855338,0.317702499,16.0,2.0,2876.0,3.954246719,-0.060934224,20.1,1.0,2424.0,7.852704637,3.598680935,26.6,4.0,2278.0,6.753707725,3.041826197,24.4,4.0,,,,,0.0,,,0.0,1.0
Pdd972253d5,2005,1,0,college_2008plus,F,81.0,215.0,4.0,22.97,79.25,215.0,86.0,108.0,,,,33.0,38.0,,3.22,11.0,6.75,1,22.81,34.0,37.5,20.496,8.304,1.4112,0.9312,0.7584000000000001,,60.7,55.7,7.9,9.9,7.6,12.3,1.5,2.0,0.0670995670995671,0.6709999999999999,0.681,0.29,0.566,,,,,,,,,,,,,,,0.0,0.188,,,0.0,,,,,,,,,,41.0,39.0,50.0,50.0,88.0,0.498,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,8.65,1.47,0.97,0.79,2005.0,4.0,4.0,1275.0,,,,,,,1.0,,1.193,,-0.755,-0.602,0.076,0.624,-1.031,2.156,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,1.0,,0.0,0.0,0.0,0.0,,4.0,2.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,0.6,1.0,,,,0.0,,,,,1,373.0,-4.511891913,0.0,87.0,bust_track,1.0,role_player,met_expectations,4250000.0,8977942.0,0.0,8216.0,383.0,0.0,8,724.0,-1.611292158,-6.812243407000001,16.0,0.0,2152.0,-1.671869835,-4.272143942,18.7,0.0,1754.0,-1.258614182,-4.159116534,18.3,0.0,2029.0,0.777132813,-1.997581829,18.7,0.0,1557.0,-0.747248551,-3.667957704,18.38921001926782,0.0,,,,,0.0,,,0.0,1.0
Pe68742d859,2005,1,0,college_2008plus,F/C,81.0,230.0,5.0,22.16,79.75,229.5,84.0,106.5,,,,30.5,32.5,10.8,3.19,14.0,4.25,1,22.0,32.0,28.4,17.22676056338028,11.408450704225354,2.776056338028169,1.343661971830986,0.9507042253521129,25.8,57.9,52.5,16.4,17.6,9.2,25.6,2.2,3.0,0.0131147540983606,0.528,0.714,,0.532,,,,,,,,,,,,,,,0.0,0.142,2.0,,0.0,,,,,,,,,91.0,92.0,74.0,68.0,70.0,72.0,0.51,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59,9.0,2.19,1.06,0.75,2005.0,4.0,4.0,908.8,,,,,,,1.0,,0.752,1.368,0.396,0.184,0.508,1.095,-1.254,1.316,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,9.0,10.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,47.0,1.0,,0.0,0.0,0.0,0.0,,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.2,1.0,,,,0.0,,,,,1,220.0,16.386616418,2.8557,8.0,star_track,4.0,semi_star,steal,12744000.0,11566033.0,2.0,11059.0,368.0,1.0,12,1129.0,1.286180329,-0.513095716,12.1,1.0,1731.0,5.603106465,3.639798869,14.199999999999998,4.0,2356.0,2.775983482,-0.426141351,14.6,1.0,2824.0,3.166671371,-0.5418547,17.0,1.0,3019.0,3.554674771,-0.430113891,20.8,1.0,,,,,0.0,,,0.0,1.0
P74b9613d69,2005,1,0,college_pre2008_or_unlinked,G,75.0,177.0,2.0,19.66,74.25,176.6,74.75,98.0,,,,26.5,31.5,12.13,3.31,0.0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,1.0,,0.0,0.0,0.0,0.0,,4.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,3.0,0.0,1.0,1.0,0.0,0.5,1.0,,,,0.0,,,,,1,237.0,12.477919949,2.6011,11.0,starter_track,3.0,starter,steal,11000000.0,23883581.0,0.0,10134.0,296.0,0.0,12,886.0,0.477782389,-1.693630106,14.5,0.0,2638.0,3.294061779,-0.4813362839999999,17.5,1.0,3071.0,7.024299315,1.7545694640000002,19.4,3.0,892.0,0.152725262,-2.414051482,19.5,0.0,2647.0,1.529051204,-1.619897067,22.1,0.0,,,,,0.0,,,0.0,1.0
Pf72d9be4b9,2005,1,0,college_pre2008_or_unlinked,G,74.0,175.0,2.0,18.66,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,9.206014126,2.323,16.0,starter_track,3.0,semi_star,steal,,,0.0,6526.0,316.0,0.0,17,145.0,-0.243533764,-6.021624629,15.0,0.0,688.0,0.936388448,-0.073840639,15.1,1.0,1862.0,2.749036212,-0.06548818,19.7,1.0,1919.0,1.877040049,-0.972510453,21.7,1.0,1912.0,3.887083181,1.240268034,18.5,3.0,,,,,0.0,,,0.0,0.0
P0ad0c7ed95,2005,0,0,college_2008plus,G,74.0,185.0,2.0,22.01,72.75,184.8,77.5,96.5,,,,31.5,39.0,10.49,3.29,11.0,4.75,1,21.86,12.0,36.8,19.80978260869565,3.668478260869565,2.122826086956522,1.790217391304348,0.166304347826087,35.6,48.4,44.1,16.0,14.6,3.2,11.2,3.1,0.5,0.4229074889867841,0.242,0.782,0.354,0.374,,,,,,,,,,,,,,,0.0,0.184,1.0,,0.0,,,,,,,,,,,,,,,0.564,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.25,3.75,2.17,1.83,0.17,2005.0,1.0,1.0,441.6,,,35.6,0.0,,,1.0,,-0.745,3.39,0.342,1.193,-0.572,-0.671,0.441,1.98,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,1.923038291,1.0726,37.0,rotation_track,2.0,role_player,undrafted,1380000.0,4600971.0,0.0,2845.0,260.0,0.0,12,150.0,-0.091525664,-3.830670908000001,15.7,0.0,563.0,-0.004097371,-2.764144813,13.0,0.0,588.0,1.576667272,1.853584155,15.0,1.0,738.0,-0.403297546,-3.810643736,10.8,0.0,806.0,0.8452916,-0.921739405,12.1,1.0,,,,,0.0,,,0.0,1.0
P26b57d2aae,2005,0,0,international,G,76.0,197.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2.0218442,1.1059,36.0,rotation_track,2.0,role_player,undrafted,,8000000.0,0.0,2530.0,138.0,0.0,2,1557.0,2.081686095,-0.2166590159999999,14.1,1.0,973.0,-0.059841895,-2.890339692,15.142548818088388,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pbd8640195d,2005,0,0,college_2008plus,G,75.0,167.0,2.0,26.19,72.75,167.0,79.75,99.0,,,,27.5,32.0,11.1,3.39,0.0,7.0,1,23.04,34.0,,,,,,,,,,,,,,,,0.3015521064301552,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82,5.47,3.53,2.06,0.15,2002.0,1.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,0.177032439,0.163,46.0,bust_track,1.0,cup_of_coffee,undrafted,,,0.0,108.0,12.0,0.0,1,108.0,0.177032439,0.408712605,19.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
Pf1999192da,2005,0,0,college_2008plus,F/C,78.0,232.0,5.0,22.04,77.5,232.4,82.0,104.5,,,,30.0,33.0,10.7,3.34,20.0,4.5,1,21.89,34.0,28.9,13.590311418685122,9.64152249134948,2.8152249134948093,2.267128027681661,1.283044982698962,,55.9,51.2,15.2,15.7,12.1,18.8,3.6,3.7,0.03886925795053,0.392,0.73,,0.522,,,,,,,,,,,,,,,0.0,0.144,,,0.0,,,,,,,,,,88.0,98.0,78.0,94.0,60.0,0.517,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.91,7.74,2.26,1.82,1.03,2005.0,4.0,4.0,982.6,,,,,,,1.0,,0.437,,0.234,1.754,0.81,1.949,-1.148,0.382,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,58.0,46.0,-12.0,2.0,46.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,16.660760070000002,2.8713,7.0,star_track,4.0,starter,undrafted,5486250.0,6293959.0,0.0,6455.0,350.0,0.0,11,535.0,1.760973734,3.691542823,11.2,1.0,1714.0,5.750075306,3.104517553,10.2,4.0,1575.0,4.694831839,2.684364005,6.0,4.0,858.0,0.939236192,-1.041668782,4.2,1.0,1773.0,3.515642999,1.136694746,7.7,3.0,,,,,0.0,,,0.0,1.0
Pa24dadc449,2015,0,0,college_2008plus,F,80.0,239.0,4.0,19.60242984257357,79.25,239.2,87.5,109.5,5.8,9.5,10.25,,,,,,8.25,1,19.45242984257358,28.0,17.6071,14.531387906015189,10.807299328111956,0.8763282993792276,0.3651708685700655,2.701773716284908,20.4,59.75,56.6,5.4,16.6,13.2,19.9,0.6,7.6,0.0,0.612,0.671,,0.566,113.9,93.9742,122.466,88.2975,6.44858,2.28929,4.15929,2.14405,99.4,0.6434108527131783,0.6987951807228916,0.3565891472868217,0.3260869565217391,2.4340830038531536,8.0,0.068,3.0,3.0,21.4,96.0,95.0,69.0,92.0,17.0,6.0,97.0,92.0,64.0,38.0,8.0,86.0,92.0,86.0,0.501,0.0,16.0,0.43,-6.78,0.0,-3.88,14.0,14.13,57.2,-4.45,0.0,63.79,0.0,,,4.6,0.71,10.76,2.48,18.936,24.601,7.202,4.808,2.394,532.0,1.0,0.643,0.687,0.667,0.357,0.348,0.812,0.0,,0.193,0.214,,,7.1071,5.2857,0.4286,0.1786,1.3214,2015.0,1.0,1.0,492.9988,6.44858,0.0,20.4,0.0,6.44858,6.44858,1.0,1.674,1.202,0.193,-0.958,-1.485,2.384,2.118,-1.357,0.721,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,7.0,3.0,-4.0,8.0,4.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,-0.012889206,0.0,44.0,bust_track,1.0,cup_of_coffee,undrafted,,525093.0,0.0,36.0,8.0,0.0,1,36.0,-0.012889206,-3.456723273,10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
Pff77feae98,2015,1,0,college_2008plus,G/F,78.0,242.0,3.0,19.07,77.0,241.8,83.5,102.0,7.5,9.0,9.0,,,,,,6.5,1,18.91854893908282,38.0,28.4474,17.417240239881327,8.225707797549163,2.0980616857779624,1.898240260972884,0.4994902873373314,26.0,55.1,50.1,11.6,17.4,8.9,19.1,3.2,1.6,0.2974358974358974,0.456,0.742,0.371,0.478,108.0,86.6693,120.461,82.7799,8.64823,4.03916,4.60907,3.25537,99.6,0.3051282051282051,0.5378151260504201,0.3974358974358974,0.432258064516129,0.5920437461124003,0.0,0.142,1.0,3.0,32.3,99.0,100.0,95.0,73.0,55.0,96.0,58.0,98.0,90.0,76.0,97.0,46.0,78.0,65.0,0.55,4.29,6.0,0.97,-2.36,0.0,-0.38,14.0,15.87,48.4,-5.79,0.0,98.58,4.0,15.04,54.3,5.59,0.54,15.4,6.5,-21.978,6.756,1.18,-0.02,1.2,342.0,0.0,0.287,0.527,0.424,0.415,0.444,0.208,0.297,0.814,0.188,0.165,0.055,0.549,13.7632,6.5,1.6579,1.5,0.3947,2015.0,1.0,1.0,1081.0012,8.64823,0.0,26.0,0.0,8.64823,8.64823,1.0,2.24,0.464,1.408,-0.154,1.596,-0.166,0.953,-0.119,1.5,28.0,18.06,5.0,81.0,16.2,31.11111111111111,12.0,2.2222222222222223,4.888888888888889,0.4444444444444444,32.60444444444445,53.5,50.877192982456144,,,,,0.2456140350877192,0.3333333333333333,0.631578947368421,0.2857142857142857,13.8,1.0,1.0,3.0,1.0,23.11159486016629,3.0,1,1,0,21.0,7.0,-14.0,8.0,3.0,0.0,0.0,0.0,0.0,,1.0,9.2,8.0,5.0,8.0,0.0,0.0,0.0,0.0,,3.5,2.5,2.5,4.0,3.5,4.5,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.35,2.0,,,,0.0,,,,,1,2143.0,1.443070811,0.8933,33.0,rotation_track,2.0,role_player,bust,4022164.0,19315001.0,0.0,6310.0,310.0,0.0,8,1687.0,-0.992163143,-3.859025795,13.3,0.0,1371.0,0.513348942,-2.015773121,9.4,0.0,1894.0,1.318349208,-1.384308411,11.8,1.0,1208.0,0.090894007,-2.6425513640000005,13.738658940397354,0.0,150.0,0.512641797,3.107582429,14.4,0.0,9.3333,0.3,,1.0,0.0,,,0.0,1.0
